Hotel Name,City,Country,Rating,Price,Amenities,Review-1,Review-2,,,,,
0RGANIC VILLA,Varkala,India,2.4,454,Free InternetOutdoor ActivitiesParking FacilityRoom ServiceSmoking Rooms Available,The worst ever hotel i saw in my entire journey,low cost good hotel,,,,,
Panchavadi Ayurvedic Beach Resort,Varkala,India,4.1,890,CCTV surveillanceDoctor On CallFree InternetLaundry ServiceOutdoor ActivitiesPower backupRoom ServiceTravel Assistance,good rooms,Nice Location Near by Varkala Beach. Just 2 kms away from Varkala Railway Station and Bus Stand. Transportation good,,,,,
SPOT ON 72723 Pathanjali Ayurveda Yoga Centre( Dreams Beach Resort),Varkala,India,,659,, , ,,,,,
Aryavilla heritage,Varkala,India,4.3,902,DiningFree InternetIndoor EntertainmentLaundry ServiceOutdoor ActivitiesParking FacilityRoom ServiceSpa,Suresh and his staff understand the meaning of hospitality. Between clean accommodations,last time the stay was good,,,,,
Boho's Hotel,Varkala,India,4.3,1319,Air ConditioningDiningLaundry ServiceRestaurant/Coffee ShopSpa,awesome place with very nice staff!! 5 star for breakfast and location.3 mins walk to the beautiful varkala beach!!,Nice rooms,,,,,
Nikhil Gardens,Varkala,India,4,2850,Air ConditioningBonfireFree InternetIndoor EntertainmentLaundry ServiceOutdoor ActivitiesSpaTravel Assistance,really nice place., ,,,,,
VarkalaFit by Ashoka,Varkala,India,4.5,1415,Air ConditioningCCTV surveillanceDiningDoctor On CallFree InternetHealth-SpaLaundry ServiceOutdoor Activities, , ,,,,,
Royal Kazbay Beach Resorts,Varkala,India,,1447,Air ConditioningCCTV surveillanceDiningParking FacilityPower backupRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
SPOT ON 36522 Karthika Plaza,Varkala,India,3.4,869,CCTV surveillanceIndoor EntertainmentPower backupRoom ServiceSpa,Even after booking confirmation,They charged extra Rs 426 when I reached the hotel... Horrible experience.  The staff/owner,,,,,
Dahlia Beach Resort,Varkala,India,3.9,810,Air ConditioningCCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesParking FacilityPower backupRoom Service,nice hotel. spacious rooms. excellent hot water. helpful staff. close to cliff top. will definitely recommend.,room was clean and neat. stay was good. food was not available at hotel ,,,,,
SPOT ON 36522 Karthika Plaza,Varkala,India,3.4,869,CCTV surveillanceIndoor EntertainmentPower backupRoom ServiceSpa,Even after booking confirmation,They charged extra Rs 426 when I reached the hotel... Horrible experience.  The staff/owner,,,,,
Aryavilla heritage,Varkala,India,4.3,902,DiningFree InternetIndoor EntertainmentLaundry ServiceOutdoor ActivitiesParking FacilityRoom ServiceSpa,Suresh and his staff understand the meaning of hospitality. Between clean accommodations,last time the stay was good,,,,,
Thanal Beach Resort,Varkala,India,3.2,3625,Air ConditioningCCTV surveillanceDaily housekeepingInternetLaundry ServiceOutdoor ActivitiesParking FacilityPower backup,Very inconvenient as the check in is already late than other places at 2pm and we finally got to the room at 3Pm.,I had a pleasant stay at thanal . Location wise it’s good . Other than that it’s just a regular stay no additional facilities. They didn’t provide the breakfast and not even coffee or teabags in our room. The booking was for their premium rooms .,,,,,
Casa Mia Hostel,Varkala,India,2.8,295,Free InternetLaundry ServiceOutdoor ActivitiesPower backupRoom Service,this hostel is very nice. near to beach. I really recommend everyone to this hostel. great location. near to beach.,Very poor services. I have booked two rooms but I got only one room. We all were five people and we had to adjust in that one room only.,,,,,
Sopanam Beach Homestay,Varkala,India,,2040,Daily housekeeping, , ,,,,,
Hindustan Beach Retreat,Varkala,India,4.1,3731,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDoctor On CallFree InternetHealth-Spa,Awesome stay,Neat and clean,,,,,
SPOT ON 72723 Pathanjali Ayurveda Yoga Centre( Dreams Beach Resort),Varkala,India,,659,, , ,,,,,
Panchavadi Ayurvedic Beach Resort,Varkala,India,4.1,890,CCTV surveillanceDoctor On CallFree InternetLaundry ServiceOutdoor ActivitiesPower backupRoom ServiceTravel Assistance,good rooms,Nice Location Near by Varkala Beach. Just 2 kms away from Varkala Railway Station and Bus Stand. Transportation good,,,,,
Satta Beach Residence,Varkala,India,,1316,CCTV surveillanceDaily housekeepingDiningFree InternetKitchenLaundry ServiceOutdoor ActivitiesRestaurant/Coffee Shop, , ,,,,,
Royal Kazbay Beach Resorts,Varkala,India,,1447,Air ConditioningCCTV surveillanceDiningParking FacilityPower backupRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
VarkalaFit by Ashoka,Varkala,India,4.5,1415,Air ConditioningCCTV surveillanceDiningDoctor On CallFree InternetHealth-SpaLaundry ServiceOutdoor Activities, , ,,,,,
Black Beach Resort,Varkala,India,3.9,1399,Air ConditioningDaily housekeepingDiningFree InternetLaundry ServiceOutdoor ActivitiesParking FacilityPower backup,In short,Good ambiance,,,,,
SPOT ON 36522 Karthika Plaza,Varkala,India,3.4,869,CCTV surveillanceIndoor EntertainmentPower backupRoom ServiceSpa,Even after booking confirmation,They charged extra Rs 426 when I reached the hotel... Horrible experience.  The staff/owner,,,,,
Kudajadri Ayurvedic Resort,Varkala,India,3.8,944,Banquet hallBusiness ServicesConference RoomDiningDoctor On CallIndoor EntertainmentParking FacilityPower backup,Room is good,a decent hotel with ambient facilities ,,,,,
Casa Mia Hostel,Varkala,India,2.8,295,Free InternetLaundry ServiceOutdoor ActivitiesPower backupRoom Service,this hostel is very nice. near to beach. I really recommend everyone to this hostel. great location. near to beach.,Very poor services. I have booked two rooms but I got only one room. We all were five people and we had to adjust in that one room only.,,,,,
Boho's Hotel,Varkala,India,4.3,1319,Air ConditioningDiningLaundry ServiceRestaurant/Coffee ShopSpa,awesome place with very nice staff!! 5 star for breakfast and location.3 mins walk to the beautiful varkala beach!!,Nice rooms,,,,,
InDa hotel,Varkala,India,4.1,769,CCTV surveillanceDaily housekeepingDiningFree InternetLaundry ServiceRestaurant/Coffee ShopTravel Assistance,Its a very nice property. The rooms are nice,Ambient,,,,,
Satta Beach Deluxe,Varkala,India,3,1883,Air ConditioningFree InternetLaundry ServiceRoom ServiceSwimming Pool,Please confirm if the rooms have AC before booking. We booked a standard room thinking it was air conditioned for more than 2k but it wasnt. Wasnt a very pleasant stay as the bathroom wasnt very neat, ,,,,,
InDa hotel,Varkala,India,4.1,769,CCTV surveillanceDaily housekeepingDiningFree InternetLaundry ServiceRestaurant/Coffee ShopTravel Assistance,Its a very nice property. The rooms are nice,Ambient,,,,,
KERALA BAMBOO HOUSE,Varkala,India,3.6,674,Daily housekeepingFree InternetLaundry ServicePower backup,room ambience was average. staff's behaviour was really good. but there were noise and disturbing sound from outside during the night(midnight). so we didn't felt a comfortable stay. roughly we felt it's an insecure place to stay. Not a calm and quiet stay. the roof ,The rooms were not clean and had bugs.,,,,,
SPOT ON 72723 Pathanjali Ayurveda Yoga Centre( Dreams Beach Resort),Varkala,India,,659,, , ,,,,,
Sopanam Beach Homestay,Varkala,India,,2040,Daily housekeeping, , ,,,,,
Boho's Hotel,Varkala,India,4.3,1319,Air ConditioningDiningLaundry ServiceRestaurant/Coffee ShopSpa,awesome place with very nice staff!! 5 star for breakfast and location.3 mins walk to the beautiful varkala beach!!,Nice rooms,,,,,
Thanal Beach Resort,Varkala,India,3.2,3625,Air ConditioningCCTV surveillanceDaily housekeepingInternetLaundry ServiceOutdoor ActivitiesParking FacilityPower backup,Very inconvenient as the check in is already late than other places at 2pm and we finally got to the room at 3Pm.,I had a pleasant stay at thanal . Location wise it’s good . Other than that it’s just a regular stay no additional facilities. They didn’t provide the breakfast and not even coffee or teabags in our room. The booking was for their premium rooms .,,,,,
Casa Mia Hostel,Varkala,India,2.8,295,Free InternetLaundry ServiceOutdoor ActivitiesPower backupRoom Service,this hostel is very nice. near to beach. I really recommend everyone to this hostel. great location. near to beach.,Very poor services. I have booked two rooms but I got only one room. We all were five people and we had to adjust in that one room only.,,,,,
Dahlia Beach Resort,Varkala,India,3.9,810,Air ConditioningCCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesParking FacilityPower backupRoom Service,nice hotel. spacious rooms. excellent hot water. helpful staff. close to cliff top. will definitely recommend.,room was clean and neat. stay was good. food was not available at hotel ,,,,,
Aryavilla heritage,Varkala,India,4.3,902,DiningFree InternetIndoor EntertainmentLaundry ServiceOutdoor ActivitiesParking FacilityRoom ServiceSpa,Suresh and his staff understand the meaning of hospitality. Between clean accommodations,last time the stay was good,,,,,
Thanal Beach Resort,Varkala,India,3.2,3850,Air ConditioningCCTV surveillanceDaily housekeepingInternetLaundry ServiceOutdoor ActivitiesParking FacilityPower backup,Very inconvenient as the check in is already late than other places at 2pm and we finally got to the room at 3Pm.,I had a pleasant stay at thanal . Location wise it’s good . Other than that it’s just a regular stay no additional facilities. They didn’t provide the breakfast and not even coffee or teabags in our room. The booking was for their premium rooms .,,,,,
Dahlia Beach Resort,Varkala,India,3.9,791,Air ConditioningCCTV surveillanceFree InternetLaundry ServiceOutdoor ActivitiesParking FacilityPower backupRoom Service,nice hotel. spacious rooms. excellent hot water. helpful staff. close to cliff top. will definitely recommend.,room was clean and neat. stay was good. food was not available at hotel ,,,,,
Savithri Inn Bamboo Cottages and Resorts,Varkala,India,4.2,712,Daily housekeepingFree InternetKitchenLaundry ServiceOutdoor ActivitiesParking FacilityRoom Service,location is good,it was a nice stay. I was told I shall be provided with toiletries,,,,,
SUNVIEW BEACH RESORT,Varkala,India,3.9,1292,Air ConditioningBanquet hallBonfireBusiness ServicesCCTV surveillanceConference RoomDiningDoctor On Call,The property is like piece of cake. The property is looked few meters from beach. But the beach can view can be enjoyed while you are swimming,excellent place... food was awesome...polite staff.,,,,,
Black Beach Resort,Varkala,India,3.9,1360,Air ConditioningDaily housekeepingDiningFree InternetLaundry ServiceOutdoor ActivitiesParking FacilityPower backup,In short,Good ambiance,,,,,
Panchavadi Ayurvedic Beach Resort,Varkala,India,4.1,871,CCTV surveillanceDoctor On CallFree InternetLaundry ServiceOutdoor ActivitiesPower backupRoom ServiceTravel Assistance,good rooms,Nice Location Near by Varkala Beach. Just 2 kms away from Varkala Railway Station and Bus Stand. Transportation good,,,,,
Royal Kazbay Beach Resorts,Varkala,India,,1409,Air ConditioningCCTV surveillanceDiningParking FacilityPower backupRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
VarkalaFit by Ashoka,Varkala,India,4.5,1378,Air ConditioningCCTV surveillanceDiningDoctor On CallFree InternetHealth-SpaLaundry ServiceOutdoor Activities, , ,,,,,
VarkalaFit by Ashoka,Varkala,India,4.5,1415,Air ConditioningCCTV surveillanceDiningDoctor On CallFree InternetHealth-SpaLaundry ServiceOutdoor Activities, , ,,,,,
SPOT ON 73862 Jaya Tourist Home,Varkala,India,,695,Indoor EntertainmentParking FacilityPower backupRoom Service, , ,,,,,
Royal Kazbay Beach Resorts,Varkala,India,,1447,Air ConditioningCCTV surveillanceDiningParking FacilityPower backupRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
Satta Beach Deluxe,Varkala,India,3,1883,Air ConditioningFree InternetLaundry ServiceRoom ServiceSwimming Pool,Please confirm if the rooms have AC before booking. We booked a standard room thinking it was air conditioned for more than 2k but it wasnt. Wasnt a very pleasant stay as the bathroom wasnt very neat, ,,,,,
Aryavilla heritage,Varkala,India,4.3,902,DiningFree InternetIndoor EntertainmentLaundry ServiceOutdoor ActivitiesParking FacilityRoom ServiceSpa,Suresh and his staff understand the meaning of hospitality. Between clean accommodations,last time the stay was good,,,,,
Hindustan Beach Retreat,Varkala,India,4.1,3731,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDoctor On CallFree InternetHealth-Spa,Awesome stay,Neat and clean,,,,,
Nikhil Gardens,Varkala,India,4,2850,Air ConditioningBonfireFree InternetIndoor EntertainmentLaundry ServiceOutdoor ActivitiesSpaTravel Assistance,really nice place., ,,,,,
0RGANIC VILLA,Varkala,India,2.4,454,Free InternetOutdoor ActivitiesParking FacilityRoom ServiceSmoking Rooms Available,The worst ever hotel i saw in my entire journey,low cost good hotel,,,,,
SPOT ON 36522 Karthika Plaza,Varkala,India,3.4,869,CCTV surveillanceIndoor EntertainmentPower backupRoom ServiceSpa,Even after booking confirmation,They charged extra Rs 426 when I reached the hotel... Horrible experience.  The staff/owner,,,,,
SPOT ON 72723 Pathanjali Ayurveda Yoga Centre( Dreams Beach Resort),Varkala,India,,659,, , ,,,,,
SPOT ON 73862 Jaya Tourist Home,Varkala,India,,695,Indoor EntertainmentParking FacilityPower backupRoom Service, , ,,,,,
Nikhil Gardens,Varkala,India,4,2850,Air ConditioningBonfireFree InternetIndoor EntertainmentLaundry ServiceOutdoor ActivitiesSpaTravel Assistance,really nice place., ,,,,,
SPOT ON 36522 Karthika Plaza,Varkala,India,3.4,869,CCTV surveillanceIndoor EntertainmentPower backupRoom ServiceSpa,Even after booking confirmation,They charged extra Rs 426 when I reached the hotel... Horrible experience.  The staff/owner,,,,,
Omsam Guest Home,Varkala,India,4,1029,Air ConditioningDoctor On CallLaundry ServiceOutdoor ActivitiesParking FacilityPower backupRoom ServiceTravel Assistance,It was a great stay.. Friendly and helping staff.. Good hospitality.. Amazing rooms.. Gives the feel of staying in an antique Palace.. Very near to the beach and the cliff.. Walkable distance.. Would really recommend this 👌,this stay is very nice,,,,,
Panchavadi Ayurvedic Beach Resort,Varkala,India,4.1,890,CCTV surveillanceDoctor On CallFree InternetLaundry ServiceOutdoor ActivitiesPower backupRoom ServiceTravel Assistance,good rooms,Nice Location Near by Varkala Beach. Just 2 kms away from Varkala Railway Station and Bus Stand. Transportation good,,,,,
Hindustan Beach Retreat,Varkala,India,4.1,3731,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomDoctor On CallFree InternetHealth-Spa,Awesome stay,Neat and clean,,,,,
